delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status
D0007114,S009,C0165,2025-06-30,2025-08-15,2025-08-16,8189,7552,Delayed
D0009087,S013,C0221,2025-07-01,2025-07-19,2025-07-20,16823,16823,Delayed
D0008931,S005,C0217,2025-07-01,2025-08-06,2025-08-06,20367,20367,On-Time
D0009048,S002,C0220,2025-07-01,2025-08-02,2025-08-02,18219,18219,On-Time
D0000058,S005,C0003,2025-07-01,2025-09-19,2025-09-19,87,87,On-Time
D0005535,S013,C0128,2025-07-01,2025-08-10,2025-08-10,941,941,On-Time
D0004590,S003,C0101,2025-07-01,2025-08-23,2025-08-24,6103,6103,Delayed
D0008290,S018,C0202,2025-07-01,2025-07-31,2025-07-31,3729,3729,On-Time
D0007940,S015,C0194,2025-07-01,2025-07-30,2025-07-30,54301,54301,On-Time
D0007730,S020,C0184,2025-07-01,2025-09-10,2025-09-10,34,34,On-Time
D0001281,S014,C0034,2025-07-01,2025-08-05,2025-08-05,4772,4772,On-Time
D0007343,S010,C0169,2025-07-01,2025-07-23,2025-07-24,30315,30315,Delayed
D0000445,S019,C0017,2025-07-01,2025-07-31,2025-08-01,2680,2680,Delayed
D0007008,S008,C0163,2025-07-01,2025-07-29,2025-07-30,23413,23413,Delayed
D0002771,S018,C0062,2025-07-01,2025-07-23,2025-07-23,9262,9262,On-Time
D0008082,S008,C0197,2025-07-01,2025-07-27,2025-07-27,13519,13519,On-Time
D0006360,S018,C0151,2025-07-01,2025-08-09,2025-08-09,19408,19408,On-Time
D0000644,S009,C0021,2025-07-01,2025-08-08,2025-08-08,2512,2512,On-Time
D0003643,S017,C0079,2025-07-01,2025-08-05,2025-08-06,9892,9892,Delayed
D0003747,S013,C0081,2025-07-01,2025-08-02,2025-08-03,7277,7277,Delayed
D0003841,S012,C0083,2025-07-01,2025-08-08,2025-08-10,10923,10923,Delayed
D0003117,S020,C0068,2025-07-01,2025-07-27,2025-07-27,19515,19515,On-Time
D0005136,S007,C0116,2025-07-01,2025-08-08,2025-08-08,3685,3685,On-Time
D0005634,S004,C0131,2025-07-01,2025-08-04,2025-08-04,1185,1185,On-Time
D0005666,S007,C0132,2025-07-01,2025-08-24,2025-08-24,3171,3171,On-Time
D0002657,S003,C0060,2025-07-02,2025-07-26,2025-08-08,17043,17043,Delayed
D0005198,S013,C0118,2025-07-02,2025-08-27,2025-08-27,2802,2802,On-Time
D0009333,S012,C0229,2025-07-02,2025-08-05,,195,195,Unknown
D0002887,S016,C0064,2025-07-02,2025-07-31,2025-07-31,7174,7174,On-Time
D0006837,S002,C0160,2025-07-02,2025-08-15,2025-08-15,36283,36283,On-Time
D0003063,S012,C0067,2025-07-02,2025-07-27,2025-07-28,8583,8583,Delayed
D0001131,S008,C0031,2025-07-02,2025-08-15,2025-08-15,2633,2633,On-Time
D0009507,S008,C0235,2025-07-02,2025-08-12,2025-08-12,408,408,On-Time
D0003304,S015,C0072,2025-07-02,2025-08-22,2025-08-22,6075,6075,On-Time
D0008210,S014,C0200,2025-07-02,2025-07-23,2025-07-24,18788,18788,Delayed
D0000337,S004,C0015,2025-07-02,2025-08-06,2025-08-07,2352,2352,Delayed
D0008249,S002,C0201,2025-07-02,2025-07-17,2025-07-17,22072,22072,On-Time
D0003596,S016,C0078,2025-07-02,2025-08-21,2025-08-21,18525,18525,On-Time
D0001745,S015,C0043,2025-07-02,2025-08-12,2025-08-12,8626,8626,On-Time
D0000747,S011,C0023,2025-07-02,2025-08-05,2025-08-06,3072,3072,Delayed
D0007990,S013,C0195,2025-07-02,2025-07-30,2025-08-01,21932,21932,Delayed
D0001428,S008,C0037,2025-07-02,2025-08-25,2025-08-26,3977,3977,Delayed
D0003350,S013,C0073,2025-07-02,2025-08-01,2025-08-02,7380,7380,Delayed
D0004074,S002,C0088,2025-07-02,2025-07-18,2025-07-18,13287,13287,On-Time
D0002555,S002,C0058,2025-07-03,2025-08-06,2025-08-06,26876,26876,On-Time
D0004664,S005,C0103,2025-07-03,2025-08-15,2025-08-16,4292,4292,Delayed
D0000796,S007,C0024,2025-07-03,2025-08-01,2025-08-01,9752,8332,Partial
D0007458,S018,C0171,2025-07-03,2025-08-09,2025-08-09,71793,53845,Partial
D0002608,S016,C0059,2025-07-03,2025-08-13,2025-08-13,15398,15398,On-Time
D0000280,S015,C0014,2025-07-03,2025-08-05,2025-08-05,5528,5528,On-Time
D0007169,S015,C0166,2025-07-03,2025-08-04,2025-08-04,22823,22823,On-Time
D0004361,S014,C0095,2025-07-03,2025-08-08,2025-08-11,4273,4273,Delayed
D0004437,S019,C0097,2025-07-03,2025-08-18,2025-08-18,1304,1304,On-Time
D0003797,S018,C0082,2025-07-03,2025-08-21,2025-08-21,9064,9064,On-Time
D0000493,S015,C0018,2025-07-03,2025-08-07,2025-08-07,2111,2111,On-Time
D0006892,S005,C0161,2025-07-03,2025-07-25,2025-07-26,22535,22535,Delayed
D0006733,S003,C0158,2025-07-03,2025-08-05,2025-08-05,29308,29308,On-Time
D0006578,S014,C0155,2025-07-03,2025-07-29,2025-07-31,15500,15500,Delayed
D0006416,S010,C0152,2025-07-03,2025-07-25,2025-07-25,18263,18263,On-Time
D0000593,S012,C0020,2025-07-03,2025-08-21,2025-08-22,7216,7216,Delayed
D0006261,S011,C0149,2025-07-03,2025-08-09,2025-08-10,936,936,Delayed
D0009418,S016,C0232,2025-07-03,2025-08-11,2025-08-12,1107,1107,Delayed
D0003443,S008,C0075,2025-07-03,2025-07-31,2025-08-01,12001,12001,Delayed
D0003498,S015,C0076,2025-07-03,2025-08-16,2025-08-16,9643,9643,On-Time
D0005400,S003,C0124,2025-07-03,2025-08-19,2025-08-20,1588,1588,Delayed
D0003942,S013,C0085,2025-07-03,2025-07-27,2025-07-27,8331,8331,On-Time
D0005876,S009,C0138,2025-07-03,2025-08-14,2025-08-15,1877,1877,Delayed
D0002715,S013,C0061,2025-07-03,2025-08-14,2025-08-15,9184,9184,Delayed
D0002825,S019,C0063,2025-07-03,2025-08-02,2025-08-02,7503,7503,On-Time
D0003003,S001,C0066,2025-07-03,2025-08-07,2025-08-08,12711,12711,Delayed
D0001525,S013,C0039,2025-07-03,2025-08-10,2025-08-11,2582,2582,Delayed
D0008333,S013,C0203,2025-07-03,2025-07-29,2025-07-29,21495,21495,On-Time
D0001582,S012,C0040,2025-07-03,2025-08-20,2025-08-21,5823,5823,Delayed
D0008664,S014,C0211,2025-07-03,2025-07-29,2025-07-31,29310,29310,Delayed
D0001798,S004,C0044,2025-07-04,2025-08-07,2025-08-07,6899,6899,On-Time
D0005569,S016,C0129,2025-07-04,2025-08-24,2025-08-25,5176,5176,Delayed
D0005471,S004,C0126,2025-07-04,2025-08-19,2025-08-19,3377,3377,On-Time
D0002061,S004,C0049,2025-07-04,2025-07-29,2025-07-30,28826,28826,Delayed
D0009218,S011,C0225,2025-07-04,2025-08-03,2025-08-03,419,419,On-Time
D0000847,S005,C0025,2025-07-04,2025-08-15,2025-08-15,3943,3943,On-Time
D0005369,S016,C0123,2025-07-04,2025-08-03,2025-08-03,4400,4400,On-Time
D0009358,S005,C0230,2025-07-04,2025-08-08,2025-08-08,875,875,On-Time
D0002172,S019,C0051,2025-07-04,2025-07-29,2025-07-29,12765,12765,On-Time
D0004397,S013,C0096,2025-07-04,2025-08-13,2025-08-13,3276,3276,On-Time
D0007828,S011,C0190,2025-07-04,2025-08-31,2025-09-01,113,113,Delayed
D0002396,S004,C0055,2025-07-04,2025-08-12,2025-08-12,4458,4458,On-Time
D0007627,S015,C0174,2025-07-04,2025-08-14,2025-08-14,25178,25178,On-Time
D0004289,S004,C0093,2025-07-04,2025-08-14,2025-08-14,1644,1644,On-Time
D0002500,S003,C0057,2025-07-04,2025-08-14,2025-08-14,13285,13285,On-Time
D0001329,S009,C0035,2025-07-04,2025-08-11,2025-08-13,1560,1560,Delayed
D0001852,S007,C0045,2025-07-04,2025-08-05,2025-08-05,17306,17306,On-Time
D0006471,S015,C0153,2025-07-04,2025-08-02,2025-08-02,21639,21639,On-Time
D0003897,S005,C0084,2025-07-04,2025-08-25,2025-08-25,8226,8226,On-Time
D0008121,S008,C0198,2025-07-04,2025-07-29,2025-07-29,8569,8569,On-Time
D0002224,S019,C0052,2025-07-04,2025-08-04,2025-08-04,6191,6191,On-Time
D0000748,S002,C0023,2025-07-07,2025-08-10,2025-08-10,4405,4405,On-Time
D0003597,S009,C0078,2025-07-07,2025-08-28,2025-08-30,11908,11908,Delayed
D0005877,S019,C0138,2025-07-07,2025-08-14,2025-08-14,2205,2205,On-Time
D0006089,S017,C0144,2025-07-07,2025-08-23,2025-08-23,2451,1838,Partial
D0003696,S002,C0080,2025-07-07,2025-08-20,2025-08-20,12365,12365,On-Time
D0007567,S002,C0173,2025-07-07,2025-08-08,2025-08-09,14458,14458,Delayed
D0007517,S017,C0172,2025-07-07,2025-08-11,2025-08-11,26935,26935,On-Time
D0008581,S004,C0209,2025-07-07,2025-07-24,2025-07-24,16113,16113,On-Time
D0005763,S020,C0135,2025-07-07,2025-08-24,2025-08-24,1628,1628,On-Time
D0004362,S003,C0095,2025-07-07,2025-08-11,2025-08-13,1816,1816,Delayed
D0005728,S011,C0134,2025-07-07,2025-08-27,2025-08-27,2878,2878,On-Time
D0006734,S019,C0158,2025-07-07,2025-08-08,2025-08-08,10637,10637,On-Time
D0005635,S019,C0131,2025-07-07,2025-08-11,2025-08-11,1411,1411,On-Time
D0003986,S018,C0086,2025-07-07,2025-07-29,2025-07-29,7877,7877,On-Time
D0007344,S002,C0169,2025-07-07,2025-08-04,2025-08-04,38979,38979,On-Time
D0002556,S003,C0058,2025-07-07,2025-08-08,2025-08-08,14886,14886,On-Time
D0008755,S018,C0213,2025-07-07,2025-07-27,2025-07-27,39394,39394,On-Time
D0002609,S001,C0059,2025-07-07,2025-08-19,2025-08-19,7724,7724,On-Time
D0009624,S004,C0239,2025-07-07,2025-08-02,2025-08-02,222,222,On-Time
D0007170,S013,C0166,2025-07-07,2025-08-09,2025-08-10,19357,19357,Delayed
D0005000,S019,C0112,2025-07-07,2025-08-12,2025-08-12,3614,3614,On-Time
D0006629,S018,C0156,2025-07-07,2025-08-01,2025-08-01,20362,20362,On-Time
D0008211,S005,C0200,2025-07-07,2025-07-26,2025-07-26,18343,18343,On-Time
D0001909,S009,C0046,2025-07-07,2025-08-14,2025-08-15,9398,9398,Delayed
D0004782,S003,C0106,2025-07-07,2025-08-13,2025-08-15,3402,3402,Delayed
D0002062,S020,C0049,2025-07-07,2025-08-02,2025-08-02,14807,14807,On-Time
D0004548,S015,C0100,2025-07-07,2025-08-16,2025-08-16,1499,1499,On-Time
D0004121,S018,C0089,2025-07-08,2025-08-08,2025-08-08,2926,2926,On-Time
D0001132,S003,C0031,2025-07-08,2025-08-22,2025-08-23,6265,6265,Delayed
D0004212,S013,C0091,2025-07-08,2025-07-31,2025-07-31,6530,6530,On-Time
D0002173,S016,C0051,2025-07-08,2025-08-03,2025-08-04,14548,10911,Delayed
D0005199,S020,C0118,2025-07-08,2025-09-02,2025-09-02,2830,2830,On-Time
D0009088,S008,C0221,2025-07-08,2025-07-25,,22959,22959,Unknown
D0008850,S010,C0215,2025-07-08,2025-07-23,2025-07-23,31283,31283,On-Time
D0002501,S010,C0057,2025-07-08,2025-08-18,2025-08-18,14030,14030,On-Time
D0003644,S007,C0079,2025-07-08,2025-08-17,2025-08-17,19227,19227,On-Time
D0000797,S012,C0024,2025-07-08,2025-08-07,2025-08-09,7102,7102,Delayed
D0008665,S015,C0211,2025-07-08,2025-08-01,2025-08-18,11800,11800,Delayed
D0003305,S006,C0072,2025-07-08,2025-08-28,,34807,34807,Unknown
D0005370,S016,C0123,2025-07-08,2025-08-06,2025-08-06,3673,3673,On-Time
D0003162,S010,C0069,2025-07-08,2025-08-17,2025-08-17,8939,8939,On-Time
D0008711,S005,C0212,2025-07-08,2025-07-21,2025-07-21,16756,16756,On-Time
D0000338,S018,C0015,2025-07-08,2025-08-15,2025-08-15,2239,2239,On-Time
D0002826,S020,C0063,2025-07-08,2025-08-07,2025-08-07,14504,14504,On-Time
D0000281,S016,C0014,2025-07-08,2025-08-12,2025-08-26,5524,5524,Delayed
D0006893,S014,C0161,2025-07-08,2025-07-30,2025-07-30,44030,44030,On-Time
D0003004,S016,C0066,2025-07-08,2025-08-13,2025-08-14,15066,15066,Delayed
D0008166,S008,C0199,2025-07-08,2025-07-30,2025-07-31,9839,9839,Delayed
D0000494,S018,C0018,2025-07-08,2025-08-09,2025-08-09,4177,4177,On-Time
D0006019,S003,C0142,2025-07-08,2025-09-02,2025-09-03,1949,1949,Delayed
D0001282,S003,C0034,2025-07-08,2025-08-14,2025-08-16,2636,2636,Delayed
D0007230,S011,C0167,2025-07-09,2025-08-10,2025-08-11,11854,11854,Delayed
D0004665,S015,C0103,2025-07-09,2025-08-17,2025-08-17,1430,1430,On-Time
D0008494,S017,C0207,2025-07-09,2025-07-28,2025-07-28,16263,16263,On-Time
D0001957,S004,C0047,2025-07-09,2025-08-15,2025-08-15,15022,14435,Partial
D0001233,S005,C0033,2025-07-09,2025-08-14,2025-08-16,6879,6879,Delayed
D0008122,S002,C0198,2025-07-09,2025-07-31,2025-07-31,15848,15848,On-Time
D0005137,S009,C0116,2025-07-09,2025-08-16,2025-08-17,2162,2162,Delayed
D0003118,S013,C0068,2025-07-09,2025-08-04,2025-08-04,8383,8383,On-Time
D0006953,S004,C0162,2025-07-09,2025-08-11,2025-08-11,19049,19049,On-Time
D0000204,S007,C0011,2025-07-09,2025-08-15,2025-08-15,37,37,On-Time
D0005536,S002,C0128,2025-07-09,2025-08-20,2025-08-20,7132,7132,On-Time
D0004250,S004,C0092,2025-07-09,2025-08-22,2025-08-22,2403,2403,On-Time
D0003202,S003,C0070,2025-07-09,2025-08-21,2025-08-22,7494,7494,Delayed
D0001633,S006,C0041,2025-07-09,2025-08-19,2025-08-19,1748,1748,On-Time
D0008037,S019,C0196,2025-07-09,2025-08-11,2025-08-11,12864,12864,On-Time
D0003254,S013,C0071,2025-07-09,2025-08-10,2025-08-11,8681,8681,Delayed
D0005795,S013,C0136,2025-07-09,2025-08-25,2025-08-25,2660,2660,On-Time
D0003444,S003,C0075,2025-07-09,2025-08-11,2025-08-11,15218,15218,On-Time
D0000893,S018,C0026,2025-07-09,2025-08-28,2025-08-28,11732,11732,On-Time
D0002277,S016,C0053,2025-07-09,2025-07-26,2025-07-26,23708,23708,On-Time
D0004858,S020,C0108,2025-07-09,2025-08-19,2025-08-19,2205,2205,On-Time
D0002225,S017,C0052,2025-07-09,2025-08-09,2025-08-09,10999,10999,On-Time
D0009649,S004,C0240,2025-07-09,2025-09-09,,170,170,Unknown
D0004509,S020,C0099,2025-07-09,2025-09-11,2025-09-11,2136,1963,Partial
D0004327,S009,C0094,2025-07-09,2025-08-15,2025-08-16,2742,2742,Delayed
D0005066,S015,C0114,2025-07-09,2025-09-06,2025-09-15,2019,2019,Delayed
D0002397,S003,C0055,2025-07-10,2025-08-17,2025-08-17,17864,17864,On-Time
D0009508,S011,C0235,2025-07-10,2025-08-22,2025-08-22,192,192,On-Time
D0005034,S012,C0113,2025-07-10,2025-08-04,2025-08-05,1672,1672,Delayed
D0002716,S006,C0061,2025-07-10,2025-08-19,2025-08-19,6204,6204,On-Time
D0007115,S005,C0165,2025-07-10,2025-08-24,2025-08-24,15182,15182,On-Time
D0001483,S003,C0038,2025-07-10,2025-08-13,2025-08-13,3360,3360,On-Time
D0007744,S011,C0185,2025-07-10,2025-08-30,2025-08-30,178,178,On-Time
D0002337,S012,C0054,2025-07-10,2025-08-17,2025-08-18,15113,15113,Delayed
D0001583,S005,C0040,2025-07-10,2025-08-30,2025-09-12,4267,4267,Delayed
D0000166,S016,C0009,2025-07-10,2025-09-13,2025-09-15,49,49,Delayed
D0007061,S016,C0164,2025-07-10,2025-08-22,2025-08-23,22958,17538,Delayed
D0000390,S009,C0016,2025-07-10,2025-08-14,2025-09-01,3429,3429,Delayed
D0006579,S019,C0155,2025-07-10,2025-08-04,2025-08-04,13788,13788,On-Time
D0000150,S006,C0008,2025-07-10,2025-08-25,2025-08-25,53,53,On-Time
D0002888,S005,C0064,2025-07-10,2025-08-08,2025-08-08,9742,9742,On-Time
D0003553,S020,C0077,2025-07-10,2025-08-12,2025-08-12,4850,4850,On-Time
D0007459,S001,C0171,2025-07-10,2025-08-10,2025-08-10,31381,31381,On-Time
D0002008,S003,C0048,2025-07-10,2025-09-06,2025-09-07,12877,12877,Delayed
D0006417,S002,C0152,2025-07-10,2025-08-01,2025-08-01,20781,20781,On-Time
D0003499,S004,C0076,2025-07-10,2025-08-21,2025-08-21,7102,7102,On-Time
D0005667,S017,C0132,2025-07-10,2025-09-03,2025-09-03,1035,1035,On-Time
D0008451,S017,C0206,2025-07-11,2025-08-11,2025-08-11,16098,16098,On-Time
D0002772,S001,C0062,2025-07-11,2025-08-01,2025-08-01,9045,9045,On-Time
D0006305,S014,C0150,2025-07-11,2025-08-23,2025-08-24,17550,17550,Delayed
D0007668,S008,C0180,2025-07-11,2025-08-19,2025-08-19,67,67,On-Time
D0003064,S012,C0067,2025-07-11,2025-08-04,2025-08-06,17922,17922,Delayed
D0001330,S015,C0035,2025-07-11,2025-08-19,2025-08-19,10832,10832,On-Time
D0009136,S010,C0222,2025-07-11,2025-08-05,2025-08-05,18892,14481,Partial
D0007699,S013,C0182,2025-07-11,2025-08-22,2025-08-23,48,48,Delayed
D0004476,S017,C0098,2025-07-11,2025-08-18,2025-08-18,7972,7972,On-Time
D0009162,S013,C0223,2025-07-11,2025-09-01,2025-09-01,522,522,On-Time
D0003842,S003,C0083,2025-07-11,2025-08-18,2025-08-18,24833,24833,On-Time
D0004895,S006,C0109,2025-07-11,2025-09-01,2025-09-01,1209,1209,On-Time
D0006472,S004,C0153,2025-07-11,2025-08-14,2025-08-14,22453,22453,On-Time
D0008291,S004,C0202,2025-07-11,2025-08-08,2025-08-08,45591,34818,Partial
D0003898,S016,C0084,2025-07-11,2025-08-30,2025-08-31,4059,4059,Delayed
D0003351,S012,C0073,2025-07-11,2025-08-14,2025-08-15,6073,6073,Delayed
D0006262,S012,C0149,2025-07-14,2025-08-19,2025-08-20,1150,1150,Delayed
D0006735,S005,C0158,2025-07-14,2025-08-15,2025-08-15,33333,33333,On-Time
D0001584,S018,C0040,2025-07-14,2025-09-06,2025-09-06,3950,3950,On-Time
D0004666,S019,C0103,2025-07-14,2025-08-23,2025-08-23,3912,3912,On-Time
D0002889,S019,C0064,2025-07-14,2025-08-13,2025-08-13,16021,16021,On-Time
D0006630,S005,C0156,2025-07-14,2025-08-05,2025-08-05,20787,20787,On-Time
D0003899,S009,C0084,2025-07-14,2025-09-03,2025-09-03,8401,8401,On-Time
D0001958,S019,C0047,2025-07-14,2025-08-19,2025-08-19,14974,14974,On-Time
D0000547,S009,C0019,2025-07-14,2025-08-30,2025-08-31,2852,2680,Delayed
D0009163,S002,C0223,2025-07-14,2025-09-07,2025-09-07,192,192,On-Time
D0003445,S020,C0075,2025-07-14,2025-08-13,,5831,5831,Unknown
D0006580,S016,C0155,2025-07-14,2025-08-05,2025-08-06,18332,18332,Delayed
D0003306,S020,C0072,2025-07-14,2025-08-29,2025-08-29,5409,4258,Partial
D0001526,S002,C0039,2025-07-14,2025-08-23,,4682,4682,Unknown
D0003843,S002,C0083,2025-07-14,2025-08-25,2025-08-25,2713,2713,On-Time
D0008666,S012,C0211,2025-07-14,2025-08-10,2025-08-10,32160,32160,On-Time
D0008495,S009,C0207,2025-07-14,2025-08-07,2025-08-08,15270,15270,Delayed
D0006894,S004,C0161,2025-07-14,2025-08-05,2025-08-05,29229,29229,On-Time
D0003406,S009,C0074,2025-07-14,2025-08-26,2025-08-27,6358,6358,Delayed
D0002063,S018,C0049,2025-07-14,2025-08-09,2025-08-09,13039,13039,On-Time
D0005537,S008,C0128,2025-07-14,2025-08-24,2025-08-24,1909,1909,On-Time
D0000339,S011,C0015,2025-07-14,2025-08-14,2025-08-14,3074,3074,On-Time
D0003500,S013,C0076,2025-07-14,2025-08-26,2025-08-27,10471,10471,Delayed
D0000184,S007,C0010,2025-07-14,2025-08-11,2025-08-11,66,66,On-Time
D0001690,S018,C0042,2025-07-14,2025-08-14,2025-08-15,2431,2431,Delayed
D0004926,S003,C0110,2025-07-14,2025-08-16,2025-08-16,5220,5220,On-Time
D0008756,S014,C0213,2025-07-14,2025-08-03,2025-08-04,13695,13695,Delayed
D0007009,S020,C0163,2025-07-14,2025-08-09,2025-08-09,35462,35462,On-Time
D0007460,S018,C0171,2025-07-14,2025-08-18,2025-08-18,22398,22398,On-Time
D0001429,S004,C0037,2025-07-14,2025-09-04,2025-09-04,10055,10055,On-Time
D0005696,S016,C0133,2025-07-15,2025-08-11,2025-08-12,2958,2958,Delayed
D0007941,S007,C0194,2025-07-15,2025-08-12,2025-08-12,19380,19380,On-Time
D0007345,S020,C0169,2025-07-15,2025-08-09,2025-08-09,25109,25109,On-Time
D0002502,S012,C0057,2025-07-15,2025-08-22,2025-08-22,6626,6626,On-Time
D0003748,S017,C0081,2025-07-15,2025-08-18,2025-08-18,6848,6848,On-Time
D0003554,S010,C0077,2025-07-15,2025-08-19,2025-08-19,10139,10139,On-Time
D0007859,S005,C0192,2025-07-15,2025-09-04,2025-09-04,58,58,On-Time
D0005570,S010,C0129,2025-07-15,2025-09-05,2025-09-05,3686,3686,On-Time
D0000151,S019,C0008,2025-07-15,2025-09-02,2025-09-02,125,125,On-Time
D0003697,S006,C0080,2025-07-15,2025-08-29,2025-08-29,5747,5747,On-Time
D0006191,S015,C0147,2025-07-15,2025-10-04,2025-10-04,1116,1116,On-Time
D0009419,S007,C0232,2025-07-15,2025-08-23,2025-08-23,409,409,On-Time
D0009250,S014,C0226,2025-07-15,2025-09-09,2025-09-09,237,237,On-Time
D0001853,S008,C0045,2025-07-15,2025-08-13,2025-08-13,7459,7459,On-Time
D0004896,S002,C0109,2025-07-15,2025-09-10,2025-09-10,5798,5798,On-Time
D0004709,S004,C0104,2025-07-15,2025-08-22,2025-08-22,1987,1617,Partial
D0006020,S005,C0142,2025-07-15,2025-09-11,2025-09-11,1863,1863,On-Time
D0002717,S015,C0061,2025-07-15,2025-08-24,2025-08-25,5861,5861,Delayed
D0002658,S016,C0060,2025-07-15,2025-08-06,2025-08-06,13863,13863,On-Time
D0008626,S015,C0210,2025-07-15,2025-08-09,2025-08-10,14147,14147,Delayed
D0001484,S006,C0038,2025-07-15,2025-08-18,2025-08-18,7730,7730,On-Time
D0003645,S011,C0079,2025-07-15,2025-08-22,2025-08-22,9067,9067,On-Time
D0000495,S013,C0018,2025-07-15,2025-08-19,2025-08-20,2058,2058,Delayed
D0004171,S011,C0090,2025-07-15,2025-08-09,2025-08-10,10345,10345,Delayed
D0003119,S008,C0068,2025-07-15,2025-08-10,2025-08-10,7853,7853,On-Time
D0000645,S011,C0021,2025-07-15,2025-08-25,2025-08-26,4611,4611,Delayed
D0000749,S010,C0023,2025-07-16,2025-08-20,2025-08-20,5650,5650,On-Time
D0004398,S010,C0096,2025-07-16,2025-08-22,2025-08-22,6609,6609,On-Time
D0007840,S001,C0191,2025-07-16,2025-08-27,2025-08-28,70,70,Delayed
D0003352,S002,C0073,2025-07-16,2025-08-18,2025-08-18,3656,3656,On-Time
D0005401,S015,C0124,2025-07-16,2025-09-02,2025-09-02,1275,1275,On-Time
D0004549,S019,C0100,2025-07-16,2025-08-26,2025-08-26,2957,2957,On-Time
D0004747,S020,C0105,2025-07-16,2025-08-21,2025-08-21,2053,2053,On-Time
D0005636,S016,C0131,2025-07-16,2025-08-18,2025-08-18,6097,6097,On-Time
D0008038,S003,C0196,2025-07-16,2025-08-13,2025-08-14,5743,4923,Delayed
D0007062,S009,C0164,2025-07-16,2025-08-28,2025-08-29,20480,20480,Delayed
D0007898,S007,C0193,2025-07-16,2025-08-03,2025-08-03,39610,39610,On-Time
D0002827,S012,C0063,2025-07-16,2025-08-16,2025-08-17,7894,7894,Delayed
D0009509,S005,C0235,2025-07-16,2025-08-26,2025-08-27,238,238,Delayed
D0005333,S020,C0122,2025-07-16,2025-09-16,2025-09-16,1393,1393,On-Time
D0000798,S002,C0024,2025-07-16,2025-08-21,2025-08-21,1725,1725,On-Time
D0006418,S012,C0152,2025-07-16,2025-08-08,2025-08-08,35850,35850,On-Time
D0007399,S002,C0170,2025-07-16,2025-08-08,2025-08-08,15304,15304,On-Time
D0008972,S016,C0218,2025-07-16,2025-07-31,2025-08-02,8218,8218,Delayed
D0004290,S007,C0093,2025-07-16,2025-08-28,2025-08-28,2349,2349,On-Time
D0009219,S017,C0225,2025-07-16,2025-08-12,2025-08-12,290,290,On-Time
D0000237,S012,C0013,2025-07-16,2025-09-14,2025-09-15,65,65,Delayed
D0005263,S020,C0120,2025-07-16,2025-09-19,2025-09-19,2167,2167,On-Time
D0007286,S002,C0168,2025-07-16,2025-08-18,2025-08-19,35088,35088,Delayed
D0008851,S014,C0215,2025-07-16,2025-08-02,2025-08-02,19216,19216,On-Time
D0000848,S003,C0025,2025-07-16,2025-08-27,2025-08-28,3395,3395,Delayed
D0005100,S019,C0115,2025-07-16,2025-09-16,2025-09-16,4308,4308,On-Time
D0005878,S002,C0138,2025-07-17,2025-08-24,2025-08-25,1692,1692,Delayed
D0008932,S006,C0217,2025-07-17,2025-08-22,2025-08-22,30244,30244,On-Time
D0008582,S013,C0209,2025-07-17,2025-08-04,2025-08-04,44003,43123,Partial
D0002226,S019,C0052,2025-07-17,2025-08-18,2025-08-19,14189,10953,Delayed
D0008334,S011,C0203,2025-07-17,2025-08-13,2025-08-13,15001,15001,On-Time
D0007568,S015,C0173,2025-07-17,2025-08-17,2025-08-17,24068,24068,On-Time
D0001234,S010,C0033,2025-07-17,2025-08-27,2025-08-27,2498,2498,On-Time
D0004251,S010,C0092,2025-07-17,2025-08-27,2025-08-27,3525,3525,On-Time
D0002557,S010,C0058,2025-07-17,2025-08-21,2025-08-21,8586,8586,On-Time
D0000023,S011,C0001,2025-07-17,2025-09-30,2025-09-30,124,124,On-Time
D0005239,S003,C0119,2025-07-17,2025-09-16,2025-09-16,2197,2197,On-Time
D0002009,S004,C0048,2025-07-17,2025-09-08,2025-09-08,4741,4741,On-Time
D0001375,S011,C0036,2025-07-17,2025-08-24,2025-08-24,4128,3196,Partial
